;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;647;745;1069;873;990;625;755;654;762;605;678;0;447;621;337;623;3;756;38;0;84;563;418;100;550;234;589;0;0;485;0;3;0
2;0;642;761;1083;788;973;588;774;744;790;650;692;0;445;685;316;645;0;743;36;0;106;489;416;73;483;285;581;70;0;482;61;0;0
3;0;673;784;1078;920;1181;790;942;697;760;593;521;0;414;675;304;655;25;759;45;0;132;517;431;102;496;268;562;128;0;456;0;3;0
4;0;601;759;1074;946;1127;750;817;767;711;545;426;0;413;682;321;606;0;707;25;0;150;513;450;124;500;271;588;117;0;476;0;4;0
5;0;624;758;1067;921;1071;773;873;712;715;542;465;0;493;794;230;547;17;693;41;0;144;506;413;129;541;273;577;80;0;465;0;0;0
6;0;635;724;1077;912;1115;792;882;714;702;589;454;0;392;697;283;617;0;738;27;0;95;519;403;49;535;297;616;65;0;391;0;1;0
7;0;620;757;1057;880;1050;772;820;726;724;571;492;0;409;751;259;595;29;677;45;0;79;513;365;91;539;251;599;28;0;433;42;0;0
8;0;654;765;1077;920;1070;769;914;713;771;574;487;0;439;643;343;587;0;706;30;0;105;489;412;66;535;261;610;75;0;444;43;2;0
9;0;621;770;1083;969;1168;733;858;752;784;630;486;0;422;621;344;620;22;730;39;0;143;496;393;72;498;269;564;149;0;422;0;3;0
10;0;671;767;1096;982;1167;828;902;741;738;561;470;0;451;682;313;570;0;734;34;0;135;528;478;38;569;272;584;97;0;465;0;1;0
11;0;603;739;1077;948;1052;750;890;694;739;383;526;0;456;728;265;567;15;693;37;0;155;517;484;76;525;276;587;97;0;466;0;6;0
12;0;642;797;1075;875;1075;764;896;686;747;502;498;0;448;770;266;568;0;714;35;0;108;528;462;110;542;310;580;32;0;476;0;4;0
13;0;632;733;1086;900;1090;793;814;711;706;571;514;0;414;750;226;607;31;726;57;0;103;521;423;25;551;257;620;27;0;426;0;5;0
14;0;621;750;1045;863;1090;788;876;732;759;538;473;0;453;688;294;589;0;696;30;0;108;459;402;59;518;276;599;75;0;448;66;2;0
15;0;677;781;1075;875;1154;858;890;778;695;578;477;0;432;671;331;557;21;700;54;0;162;554;460;142;557;269;599;193;0;523;394;3;0
16;0;629;783;1088;942;1079;752;818;715;767;580;518;0;427;793;200;652;0;736;27;0;151;468;393;92;451;288;582;147;0;452;0;0;0
17;0;700;769;1094;886;946;706;865;726;805;674;683;0;463;732;271;645;29;735;39;0;128;565;500;27;585;263;610;53;0;487;0;2;0
18;0;605;738;1065;811;877;604;765;695;737;516;717;0;430;750;228;581;0;707;18;0;101;541;446;119;569;265;573;24;0;485;0;1;0
19;0;685;754;1084;917;1117;782;885;708;738;401;544;0;455;773;269;584;21;722;50;0;130;545;484;61;560;261;606;27;0;470;0;1;0
20;0;666;741;1091;901;1106;790;932;686;739;521;522;0;433;680;293;598;0;754;36;0;108;504;443;44;556;264;576;86;0;453;0;1;0
21;0;643;813;1067;958;1170;848;853;763;741;614;471;0;428;680;329;623;27;710;55;0;149;479;473;25;461;280;603;162;0;471;187;2;0
22;0;647;781;1074;935;1127;843;874;756;730;563;480;0;437;783;231;624;0;721;22;0;99;502;456;57;467;273;609;139;0;451;0;2;0
23;0;643;785;1079;995;1107;835;897;766;750;597;500;0;451;743;268;642;28;746;57;0;133;508;444;36;581;312;592;18;0;435;0;3;0
24;0;698;761;1108;981;1144;821;932;799;729;634;500;0;431;813;177;617;0;773;31;0;110;556;484;63;612;260;618;0;0;463;0;2;0
25;0;643;756;1097;924;1131;764;864;722;757;429;519;0;403;676;337;581;23;715;43;0;104;557;475;92;592;261;600;0;0;458;0;0;0
26;0;679;784;1107;906;1149;783;880;692;783;598;551;0;469;709;313;628;0;770;35;0;141;524;467;64;511;261;589;77;0;456;60;0;0
27;0;674;796;1113;924;1178;805;953;650;735;586;541;0;432;671;325;640;33;740;48;0;135;504;496;0;490;272;596;159;0;460;0;3;0
28;0;687;814;1065;929;1122;806;893;731;776;561;499;0;452;777;231;647;0;756;20;0;167;461;472;0;489;299;577;107;0;468;0;3;0
29;0;656;778;1082;981;1077;799;866;706;773;596;509;0;487;748;275;621;22;744;53;0;139;503;486;0;570;273;576;13;0;475;0;1;0
30;0;660;778;1106;1080;1167;787;859;806;742;634;438;0;432;757;249;691;0;799;23;0;78;563;439;72;539;307;591;20;0;458;0;3;0
31;0;708;762;1129;987;1207;798;911;778;768;578;513;0;409;770;214;639;23;769;57;0;137;548;464;46;613;268;610;0;0;461;66;0;0
